,CDL_FLAG,CONDITION_CODE,EQUIP_PROB_CODE,FAULT_FLAG,INJ_SEVER_CODE,PERSON_ID,PERSON_TYPE,REPORT_NO,SAF_EQUIP_CODE,SEX_CODE,VEHICLE_ID,COLLISION_TYPE_CODE,C_M_ZONE_FLAG,JUNCTION_CODE,LANE_CODE,LIGHT_CODE,RD_COND_CODE,RD_DIV_CODE,SURF_COND_CODE,WEATHER_CODE,AREA_DAMAGED_CODE_MAIN,BODY_TYPE_CODE,DAMAGE_CODE,HIT_AND_RUN_FLAG,MOVEMENT_CODE,TIME,AGE
30618,N,Apparently Normal,No Misuse,N,No Injury,52f4123d-975f-400d-9f9c-831f4ac15cb2,D,CB49120003,Shoulder/Lap Belt(s),F,56270aa4-5b70-43aa-ad4c-0b762165fac1,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Stopped in Traffic Lane,2015-11-12 19:20,29
42030,Y,Apparently Normal,No Misuse,Y,No Injury,0fa3608b-bd8b-4e4b-b123-998c71a0b8ec,D,ADF408000C,Shoulder/Lap Belt(s),M,99cb56f6-5295-4ffa-8cdd-832bbd61c48e,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Truck Tractor,Superficial,N,Starting From Lane,2015-11-17 15:40,54
283,N,Apparently Normal,No Misuse,N,No Injury,19d03fe9-9026-4741-96e0-28abc886ec37,D,AC18660012,Shoulder/Lap Belt(s),F,6b86e04a-4869-4b40-83af-66a04b45d275,Same Direction Rear End,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Raining,Six o'clock,Passenger Car,Functional,N,Making Left Turn,2015-01-21 18:09,18
16472,N,Apparently Normal,No Misuse,Y,No Injury,2f225237-b4af-458c-84cf-c905c358ed5c,D,MSP5333007R,Shoulder/Lap Belt(s),M,150faa69-75cf-4ced-9f58-23add53f6fa5,Same Direction Sideswipe,N,Non Intersection,Deceleration Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-06-27 18:20,51
46154,N,Apparently Normal,No Misuse,N,No Injury,17095fb3-2397-4034-a710-7d2c81263375,D,MSP6510002W,Shoulder/Lap Belt(s),M,3dc25a16-b374-4160-af3f-300e8e1b073a,Same Movement Angle,N,Non Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Four o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-11-03 15:33,23
20599,N,Apparently Normal,No Misuse,N,No Injury,8e1f3975-ee3b-4511-8b8c-28a9b0243465,D,MCP2917000P,Shoulder/Lap Belt(s),M,b702746b-59f6-4384-9cde-3a0df030e3a7,Head On,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Stopped in Traffic Lane,2015-07-15 17:50,87
4996,N,Apparently Normal,No Misuse,N,No Injury,8ea06ba9-ccdd-4f92-88fb-4a3cd209d56e,D,ZD3725000B,Shoulder/Lap Belt(s),M,6b6a529c-05ea-41ae-b868-b8611d50103b,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Superficial,N,Slowing or Stopping,2015-02-17 19:48,26
24783,N,Apparently Normal,No Misuse,N,No Injury,96e000fd-6f28-481c-96d7-f3b7f40db192,D,ADJ5470060,Shoulder/Lap Belt(s),M,b0990cf2-b81a-4284-952e-222a8c4ec5ba,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,Y,Stopped in Traffic Lane,2015-08-01 14:25,30
36863,N,Apparently Normal,No Misuse,Y,No Injury,37f17559-62e3-413a-a0b8-6a4cabd88729,D,ZH03290001,Shoulder/Lap Belt(s),F,79152740-d627-4fde-a890-88c5b6ef5e61,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Five o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-18 9:30,38
27990,N,Apparently Normal,No Misuse,Y,No Injury,d3befcb9-8087-4b26-a189-068e944cfcc6,D,AC20900008,Shoulder/Lap Belt(s),F,c1914aae-7257-4078-9f90-a0dba7fa35dc,Same Direction Rear End,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-11-17 21:56,64
39753,N,Apparently Normal,No Misuse,N,No Injury,cb181faa-dc54-4a59-ac01-767a3bfb3e76,D,ZD58350016,Shoulder/Lap Belt(s),M,f85c5b5f-bdbe-4e8d-86e7-14dd0a86a2af,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Pickup Truck,Superficial,N,Stopped in Traffic Lane,2015-11-20 10:12,19
15140,N,Apparently Normal,No Misuse,N,No Injury,ec166efb-91f3-4dd1-a262-7350546202eb,D,ADG9310005,Shoulder/Lap Belt(s),M,7d2612f2-feb9-4e3c-bd7d-43e7daeb03a8,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Functional,N,Stopped in Traffic Lane,2015-06-15 21:25,56
33173,N,Apparently Normal,No Misuse,Y,No Injury,1e69ec99-f00d-485a-bfa4-86de939010c1,D,MCP2944000V,Shoulder/Lap Belt(s),M,19f9b175-521c-4a6e-b37a-aff2833ef5df,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Accelerating,2015-10-02 9:56,54
740,N,Apparently Normal,No Misuse,N,No Injury,b7b1fcce-f9b1-44ec-a7a6-5c12b2024b6f,D,ADJ0610004,Shoulder/Lap Belt(s),F,5d140bc3-32f6-47fb-85a9-96338766b1ac,Same Movement Angle,N,Intersection,Deceleration Lane,Dusk,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Nine o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015-01-14 17:00,31
8387,N,Had Been Drinking,No Misuse,Y,No Injury,aa9b4752-c9fe-4b5b-94b9-47bc50330628,D,MSP6467000V,Shoulder/Lap Belt(s),M,fce825f6-f9a7-44ec-a0f9-b49be70a3f0e,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-03-28 17:27,60
934,N,Apparently Normal,No Misuse,N,No Injury,365beb7c-c189-4433-85f8-78f81654424d,D,ADJ4660001,Shoulder/Lap Belt(s),M,d97f8388-b879-40cd-b878-a832f7c826f7,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,"Cargo Van/Light Truck 2 axles (10,000 lbs (4,536 kg) or less)",Superficial,N,Stopped in Traffic Lane,2015-02-18 12:33,40
30835,N,Apparently Normal,No Misuse,Y,No Injury,d4816ef8-d8af-4999-b48b-e0592147849f,D,CB5666001F,Shoulder/Lap Belt(s),M,cafc8f18-3dde-48a2-81e4-d49cae55fd56,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Nine o'clock,Passenger Car,Functional,N,Making Left Turn,2015-11-27 8:36,19
24105,N,Apparently Normal,No Misuse,N,No Injury,212a82db-7e14-404c-882b-c426974b5f0f,D,DA3456000V,Shoulder/Lap Belt(s),M,34a4074d-a7e6-47b3-aba8-bc3b6637d692,Same Movement Angle,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Ten o'clock,Van,Superficial,N,Moving Constant Speed,2015-09-05 15:27,45
41590,N,Apparently Normal,No Misuse,N,No Injury,024d92ab-b82a-4015-9893-7fc0560654d4,D,MSP62780059,Shoulder/Lap Belt(s),M,966fa80e-dc47-469a-bb6f-140814a4af75,Same Direction Rear End,N,Non Intersection,Shoulder Area,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-10-07 19:20,30
15218,N,Apparently Normal,No Misuse,N,No Injury,4c8d60a4-3bf4-41fd-af8b-2b4be236752d,D,ADI519000F,Shoulder/Lap Belt(s),M,d9e42b10-91d2-4b69-99da-3365aba3b453,Same Direction Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Ten o'clock,Van,Superficial,N,Making Left Turn,2015-04-05 16:00,64
6760,N,Apparently Normal,No Misuse,Y,No Injury,a34c47ea-8a30-4001-a51d-d52b8d5a85f4,D,CW00250001,Shoulder/Lap Belt(s),M,6fadad54-ee33-41b6-9ae0-89a2b83aaa5e,Same Movement Angle,N,Crossover Related,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Eleven o'clock,(Sport) Utility Vehicle,Disabling,N,Starting From Lane,2015-01-08 16:15,80
13538,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,725a9d3a-1ed7-43eb-8003-be754ec651aa,D,DA38790006,Shoulder/Lap Belt(s),F,86dc2a16-c4e3-47e6-adea-ee34ba178ba9,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-05-14 9:25,25
12696,N,Apparently Normal,No Misuse,Y,No Injury,d6096475-e3fc-4da2-acbd-ddb642cbb8f9,D,ZJ0467000K,Shoulder/Lap Belt(s),F,f7d6c42e-53ca-4e8f-acd2-af2c56ba8f96,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-04-27 15:14,67
13009,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,a315fd1d-76d0-4303-b536-df701d4ee647,D,MCP1194000X,Shoulder/Lap Belt(s),F,ee5fc8fb-35ea-4d15-856d-9818e6b5c58e,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-06-09 16:12,55
7703,N,Apparently Normal,No Misuse,Y,No Injury,548b9766-9282-4b54-91c6-2e3426d7fa6f,D,MSP63070039,Shoulder/Lap Belt(s),M,0766befb-310b-48f0-bd9c-940aeb270ee6,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Ice,Sleet,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-02-15 11:45,36
38806,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,4873fb6d-fb7f-4d95-9326-cdd4a9b43d5c,D,AE5525002Q,Shoulder/Lap Belt(s),F,0f2ad120-eb47-4c5a-aba1-7b9ff46c9eb7,Head On Left Turn,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Eleven o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-07 14:10,27
46064,N,Apparently Normal,No Misuse,N,No Injury,3a48648e-5b04-498d-97d5-3766f98b573c,D,MSP64890042,Shoulder/Lap Belt(s),M,9ad33253-4620-45ab-a9ef-f818aca7dce0,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Destroyed,N,Moving Constant Speed,2015-12-08 18:44,39
44573,N,Apparently Normal,No Misuse,N,No Injury,2308e200-288c-467b-acd1-eba60445dbee,D,MSP08370001,Shoulder/Lap Belt(s),M,46d0af77-f662-401a-bb60-87bedddcbf5c,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,Passenger Car,Destroyed,N,Moving Constant Speed,2015-11-04 2:30,28
40354,N,Apparently Normal,No Misuse,N,No Injury,1e5dd4ca-e10c-4f83-8411-51ffb8abe27c,D,ADJ0890013,Shoulder/Lap Belt(s),M,f9ed613f-8efa-4111-8b78-9e51b86c3070,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Clear,Six o'clock,Passenger Car,Functional,N,Stopped in Traffic Lane,2015-12-22 22:04,27
29110,N,Apparently Normal,No Misuse,N,No Injury,3ff0445a-68ba-42db-92f5-e575d1d69ac8,D,AE4102002L,Shoulder/Lap Belt(s),F,2bab833c-c82b-4463-9aa3-d54586984899,Same Direction Rear End,Y,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Stopped in Traffic Lane,2015-12-15 11:41,21
26955,N,Apparently Asleep,No Misuse,Y,No Injury,59fcabfb-2a12-4dcc-8e8d-1e58880e9de8,D,AC2066000C,Shoulder/Lap Belt(s),M,4b6d610e-d546-4320-914f-553a76b2c8a0,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Destroyed,N,Moving Constant Speed,2015-08-08 4:27,34
20786,N,Apparently Normal,No Misuse,N,No Injury,65a1f351-52a2-47e6-a571-ddff604d9867,D,MSP5015000G,Shoulder/Lap Belt(s),F,f9f942b4-dc15-47ad-a7db-8eacf380c499,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-07-31 7:36,25
38965,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,1575c126-65f6-4b19-8081-3a7aea4e3a8d,D,DA26040001,Shoulder/Lap Belt(s),F,b786fb50-9ebb-4bab-b2fa-cd86e27a8673,Same Direction Rear End,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Six o'clock,(Sport) Utility Vehicle,Functional,N,Slowing or Stopping,2015-10-28 15:18,50
332,N,Apparently Normal,No Misuse,Y,No Injury,d8f5fe16-4d1d-409e-aa90-21acb66e87be,D,AC1985000H,Shoulder/Lap Belt(s),F,38f250e7-1bd0-40ff-af72-8818800fba95,Same Direction Rear End Left Turn,N,Intersection Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Cloudy,Twelve o'clock,Passenger Car,Destroyed,N,Moving Constant Speed,2015-02-27 9:00,21
37364,N,Apparently Normal,No Misuse,Y,No Injury,2c6f4afa-6e67-47e1-8370-08f0dbe093e2,D,ZT00900007,Shoulder/Lap Belt(s),F,b6c1351d-c8ec-4115-84b5-125610372b2f,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Pickup Truck,Disabling,N,Slowing or Stopping,2015-11-25 14:20,19
7106,N,Apparently Normal,No Misuse,Y,No Injury,94596f17-9ad2-475f-b622-62188de43c40,D,MCP2064000F,Shoulder/Lap Belt(s),M,2b1ab009-5983-4e21-a4b3-c256b4587ca3,Same Direction Sideswipe,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Clear,Twelve o'clock,Passenger Car,Functional,N,Accelerating,2015-01-06 15:17,29
340,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,57d45b8a-aa33-4467-b0af-077d6572c0ff,D,AC19870017,Shoulder/Lap Belt(s),M,3e7f0fe8-9e9e-4eb3-b12b-cfcf505472c4,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-02-25 17:39,45
18103,N,Apparently Normal,No Misuse,N,No Injury,3d0fd171-a9d6-4562-a7c1-578dcdf07c66,D,ADH1500015,Shoulder/Lap Belt(s),F,01e2d3b7-d592-4389-b670-2b0434516243,Same Movement Angle,N,Alley,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-07-21 14:27,25
6405,N,Apparently Normal,No Misuse,Y,No Injury,2fc358af-8c5b-4914-8afb-d7d031313f1a,D,AE4424000H,Shoulder/Lap Belt(s),M,213c03e5-bc8f-46d4-9038-efd50abc2849,Same Direction Left Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-02-24 10:10,45
44903,N,Apparently Normal,No Misuse,N,No Injury,641e72d7-2459-43cc-9c2d-f31f5dacd01b,D,MSP54780013,Shoulder/Lap Belt(s),M,5fc53d34-6cd2-400f-a565-b35808712172,Same Movement Angle,Y,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,No Damage,N,Moving Constant Speed,2015-11-04 15:49,69
2686,N,Apparently Normal,No Misuse,N,No Injury,a02de842-7a82-4f2e-8537-0820d681943e,D,MDTA1573000J,Shoulder/Lap Belt(s),F,1d0ac27c-1aa8-41de-9a47-4844b7e080aa,Same Direction Left Turn,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Two o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-01-04 0:10,24
1784,N,Apparently Normal,No Misuse,N,No Injury,c250cea6-f888-4f58-bafe-9f873bb8ae6a,D,CBPD0053000J,Shoulder/Lap Belt(s),M,877861a5-a3b4-44d2-8c08-632453773b6b,Same Movement Angle,N,Intersection,Deceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-02-18 8:50,31
7976,N,Apparently Normal,No Misuse,Y,No Injury,edbc9a79-10a4-4c70-84bc-dd068630dc00,D,ZJ04810009,Shoulder/Lap Belt(s),M,3b574c01-5bc2-4319-a89a-d71a524b3a41,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-03-27 15:33,19
42534,N,Apparently Normal,No Misuse,N,No Injury,e8f8ef74-e9c9-4465-a7a9-97a2e92bedf7,D,AE41020021,Shoulder/Lap Belt(s),M,c5ed9752-db36-4061-b616-3486f211ec1b,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,"Cargo Van/Light Truck 2 axles (10,000 lbs (4,536 kg) or less)",Functional,N,Moving Constant Speed,2015-11-10 8:15,46
8316,N,Apparently Normal,No Misuse,Y,Incapacitating/Disabled Injury,c086ec9a-cab8-468a-acc9-56afb12da898,D,CB5267000V,Shoulder Belt Only,M,7d4b5189-e4d9-4dab-a6cf-17ddd8907dec,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Nine o'clock,Passenger Car,Disabling,N,Negotiating a Curve,2015-02-12 22:13,24
42087,N,Apparently Normal,No Misuse,N,No Injury,72523987-aff0-4ff8-bd8d-81c1812caa4e,D,ADG747000M,Shoulder/Lap Belt(s),M,470adb13-69aa-4066-8d7a-b3f42804d985,Same Movement Angle,N,Intersection,Acceleration Lane,Dark Lights On,No Defects,One-way Trafficway,Dry,Clear,Four o'clock,(Sport) Utility Vehicle,Functional,N,Moving Constant Speed,2015-11-25 5:40,58
15842,N,Apparently Normal,No Misuse,Y,No Injury,b165c57a-fba4-4fc7-93a1-c7ee72aa1d95,D,DA27770005,Shoulder/Lap Belt(s),M,43ed424f-5607-4886-9fdb-e6a6b8caf53a,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-04-15 20:21,34
33046,Y,Apparently Normal,No Misuse,N,No Injury,b3936585-c125-4412-b5b0-81538a8ec426,D,MCP2861001C,Shoulder/Lap Belt(s),M,037b833a-05b4-49c3-b2ab-94f1cdbf806e,Same Direction Left Turn,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,One o'clock,"Medium/Heavy Truck 2 axles (10,000 lbs (4,536 kg) or less)",No Damage,N,Moving Constant Speed,2015-10-21 16:50,45
5981,Y,Apparently Normal,No Misuse,N,Non-incapacitating Injury,06006ea4-487b-4f71-a357-b173c7b90dc0,D,ADH0170003,Shoulder/Lap Belt(s),M,2cde8baf-0b8f-46f0-b544-b5c081b55d97,Same Direction Rear End,Y,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-03-22 0:49,35
9775,N,Apparently Normal,No Misuse,N,No Injury,7b1fc1ce-2452-4bd4-a9e1-b89f6ebc8d62,D,AE4455000S,Shoulder/Lap Belt(s),F,8dfd4f11-1d8e-40fb-ad3a-9ae3f331fff4,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark No Lights,Obstruction Not Lighted,"Two-way, Not Divided",Wet,Raining,Three o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-06-27 21:13,22
15505,N,Apparently Normal,No Misuse,Y,No Injury,cd02d82d-0dcc-4e2f-aded-1cbbe5084823,D,AE41150013,Shoulder/Lap Belt(s),M,a0d5411d-b655-4584-9b6f-84f3a59e2a22,Head On Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Making Left Turn,2015-05-30 19:27,51
31563,N,Apparently Normal,No Misuse,Y,No Injury,0b8df1c5-0a7a-4b5a-893f-0d3120dfe043,D,DA3854000J,Shoulder/Lap Belt(s),F,f50e4428-3302-48a9-8828-3c2881509689,Head On Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Accelerating,2015-10-15 12:40,28
1737,N,Apparently Normal,No Misuse,Y,No Injury,b7e72b45-195f-41c8-a465-caf7915ad976,D,CB5421000B,Shoulder/Lap Belt(s),F,0ff9b077-38e3-4015-81af-098a40663165,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Accelerating,2015-03-21 13:55,45
0,N,Apparently Normal,No Misuse,N,No Injury,a33f1d87-624c-4608-a11e-84d03ecd067a,D,AB36760008,Shoulder/Lap Belt(s),M,4b70c791-85c1-43a1-b2d0-be74e36ca8a7,Same Direction Rear End Left Turn,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Raining,Six o'clock,Passenger Car,Functional,Y,Starting From Parked,2015-01-24 1:40,42
41395,N,Had Been Drinking,No Misuse,Y,Possible Incapacitating Injury,fb6d0851-6f37-40de-8d77-51397545eb0e,D,AE35680016,Shoulder/Lap Belt(s),M,5598b09b-d3c6-4c22-b63e-99bc33b7be3f,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,All Terrain Vehicle (ATV),Disabling,N,Moving Constant Speed,2015-12-05 17:52,21
17955,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,5a2fdef9-ea69-4a50-bf2c-01d8165b7eae,D,AC2069000M,Shoulder/Lap Belt(s),F,22a0d7cc-cfdb-4fa8-8e26-66c284f71738,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-09-08 11:08,19
282,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,b429aae1-8c6b-4823-b3ab-258139d0f8e1,D,AC1852000H,Shoulder/Lap Belt(s),F,30d3f678-d660-472f-b586-3845fd01b659,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-02-27 6:34,39
20559,N,Apparently Normal,No Misuse,Y,No Injury,aca74693-b38c-4edb-970b-544e34ba2520,D,MCP2797000Q,Shoulder/Lap Belt(s),F,fff5b276-e3e1-4b08-b812-12842e98d66e,Same Direction Right Turn,N,Non Intersection,Right Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Station Wagon,Superficial,N,Making Right Turn,2015-08-06 20:38,41
7576,N,Apparently Normal,No Misuse,Y,No Injury,b65c8232-6b86-4501-9c8a-5c70bd334bf0,D,MSP6094003C,Shoulder/Lap Belt(s),M,298c5b53-f303-4b9e-96aa-ebdef1d2352a,Same Direction Sideswipe,N,Non Intersection,Left Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Ice,Cloudy,One o'clock,Passenger Car,Functional,N,Skidding,2015-02-22 5:44,31
45203,N,Apparently Normal,No Misuse,N,No Injury,d53fcb24-1803-440b-af6f-3f9fd977eb2e,D,MSP59600056,Shoulder/Lap Belt(s),M,44a329d6-0c00-43cf-b500-1fe4881f7250,Same Movement Angle,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-12-29 18:03,23
